Rk,Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards,Player-additional
370,Johnny Furphy,21,IND,SG,3,0,12.3,1.0,2.0,.500,0.7,1.0,.667,0.3,1.0,.333,.667,0.0,0.0,,0.3,1.7,2.0,0.0,0.7,0.0,1.0,1.3,2.7,,furphjo01
371,Eric Gordon,37,PHI,SG,3,0,7.0,1.0,1.7,.600,0.7,1.3,.500,0.3,0.3,1.000,.800,0.0,0.0,,0.0,0.0,0.0,0.3,0.3,0.0,0.7,0.7,2.7,,gordoer01
372,Ron Harper Jr.,25,BOS,SF,3,0,5.0,1.0,2.3,.429,0.7,2.0,.333,0.3,0.3,1.000,.571,0.0,0.0,,0.3,0.7,1.0,1.0,0.0,0.3,0.0,0.7,2.7,,harpero02
373,Guerschon Yabusele,30,NYK,C,11,0,9.6,0.9,2.8,.323,0.6,2.0,.318,0.3,0.8,.333,.435,0.3,0.5,.500,1.1,1.4,2.5,0.4,0.2,0.1,0.2,1.2,2.7,,yabusgu01
374,Ousmane Dieng,22,OKC,C,11,0,11.8,1.0,3.2,.314,0.3,1.5,.188,0.7,1.7,.421,.357,0.4,0.4,1.000,0.4,1.5,1.9,0.5,0.1,0.5,0.5,0.9,2.6,,diengou01
375,Gary Harris,31,MIL,SG,7,0,10.0,1.0,2.0,.500,0.6,1.1,.500,0.4,0.9,.500,.643,0.0,0.0,,0.1,0.4,0.6,0.6,0.7,0.3,0.3,0.7,2.6,,harriga01
376,Jonathan Isaac,28,ORL,PF,13,0,9.7,0.8,2.2,.379,0.3,1.4,.222,0.5,0.8,.636,.448,0.6,0.9,.667,0.6,2.2,2.8,0.1,0.5,0.4,0.2,0.7,2.6,,isaacjo01
377,John Konchar,29,MEM,SG,12,0,11.5,1.0,1.8,.545,0.5,1.2,.429,0.5,0.7,.750,.682,0.1,0.1,1.000,0.3,2.0,2.3,0.9,0.8,0.4,0.3,0.8,2.6,,konchjo01
378,Cody Williams,21,UTA,SG,8,0,12.1,1.1,3.1,.360,0.3,1.4,.182,0.9,1.8,.500,.400,0.1,0.4,.333,0.3,0.8,1.0,0.5,0.3,0.1,0.4,1.6,2.6,,willico04
379,Thomas Bryant,28,CLE,C,8,0,6.8,1.3,2.8,.455,0.0,1.3,.000,1.3,1.5,.833,.455,0.0,0.4,.000,0.6,1.3,1.9,0.1,0.4,0.4,0.1,0.8,2.5,,bryanth01
380,Jalen Pickett,26,DEN,SG,6,1,7.0,1.0,2.0,.500,0.3,1.0,.333,0.7,1.0,.667,.583,0.2,0.2,1.000,0.2,0.8,1.0,1.2,0.0,0.0,0.7,0.7,2.5,,pickeja02
381,Dwight Powell,34,DAL,C,11,0,8.9,0.5,1.1,.500,0.0,0.0,,0.5,1.1,.500,.500,1.4,1.5,.882,0.9,1.0,1.9,0.6,0.4,0.2,0.5,1.8,2.5,,poweldw01
382,Chris Boucher,33,BOS,PF,7,0,10.9,1.0,3.1,.318,0.1,1.7,.083,0.9,1.4,.600,.341,0.3,0.3,1.000,0.3,2.1,2.4,0.3,0.6,0.7,0.1,2.1,2.4,,bouchch01
383,Sidy Cissoko,21,POR,SF,8,0,11.1,0.9,1.9,.467,0.1,0.6,.200,0.8,1.3,.600,.500,0.5,0.9,.571,0.8,0.9,1.6,0.8,0.3,0.0,0.3,2.0,2.4,,cissosi01
384,Jeff Green,39,HOU,PF,5,0,4.2,0.8,1.2,.667,0.8,1.2,.667,0.0,0.0,,1.000,0.0,0.0,,0.2,0.2,0.4,0.0,0.0,0.2,0.0,0.4,2.4,,greenje02
385,E.J. Liddell,25,BRK,PF,5,0,5.0,0.8,2.2,.364,0.4,1.6,.250,0.4,0.6,.667,.455,0.4,0.6,.667,0.2,1.2,1.4,0.0,0.0,0.0,0.0,0.8,2.4,,liddeej01
386,Gary Payton II,33,GSW,SG,14,0,9.9,1.1,2.6,.417,0.2,1.1,.188,0.9,1.4,.600,.458,0.0,0.0,,0.9,1.8,2.6,1.1,0.6,0.3,0.6,1.1,2.4,,paytoga02
387,Noah Penda,21,ORL,SF,7,0,6.7,0.9,1.6,.545,0.3,0.3,1.000,0.6,1.3,.444,.636,0.4,0.6,.750,0.9,1.0,1.9,0.9,0.1,0.3,0.4,0.9,2.4,,pendano01
388,Maxi Kleber,34,LAL,PF,3,0,16.0,0.7,1.3,.500,0.7,1.0,.667,0.0,0.3,.000,.750,0.3,0.7,.500,0.7,1.7,2.3,1.3,0.3,0.7,0.0,2.0,2.3,,klebima01
389,Tyler Kolek,24,NYK,PG,10,0,6.7,1.0,2.4,.417,0.3,1.3,.231,0.7,1.1,.636,.479,0.0,0.0,,0.2,0.3,0.5,1.3,0.1,0.0,0.6,0.9,2.3,,kolekty01
390,Chris Paul,40,LAC,PG,8,0,12.9,0.8,3.1,.240,0.6,2.4,.263,0.1,0.8,.167,.340,0.1,0.1,1.000,0.6,1.1,1.8,3.6,1.1,0.0,0.9,1.6,2.3,,paulch01
391,Nolan Traoré,19,BRK,PG,3,0,11.0,0.7,3.0,.222,0.7,2.0,.333,0.0,1.0,.000,.333,0.3,0.7,.500,0.0,0.3,0.3,1.3,0.7,0.0,0.7,1.7,2.3,,traorno01
392,Adem Bona,22,PHI,C,12,3,14.8,0.8,1.7,.450,0.0,0.1,.000,0.8,1.6,.474,.450,0.7,1.3,.500,1.3,2.2,3.4,0.3,0.4,1.7,0.6,1.5,2.2,,bonaad01
393,JD Davison,23,HOU,PG,5,0,4.8,0.8,1.6,.500,0.6,1.2,.500,0.2,0.4,.500,.688,0.0,0.4,.000,0.0,0.0,0.0,0.4,0.2,0.2,0.0,0.4,2.2,,davisjd01
394,Elijah Harkless,25,UTA,SG,6,0,10.5,0.7,1.8,.364,0.3,1.2,.286,0.3,0.7,.500,.455,0.5,0.8,.600,0.3,0.7,1.0,0.7,0.5,0.0,0.5,1.7,2.2,,harklej01
395,Taelon Peter,23,IND,SG,9,0,9.7,0.7,2.7,.250,0.6,2.4,.227,0.1,0.2,.500,.354,0.3,0.3,1.000,0.4,1.1,1.6,1.3,0.2,0.2,0.9,0.6,2.2,,peterta01
396,Will Riley,19,WAS,SF,9,0,7.1,0.9,2.0,.444,0.1,0.4,.250,0.8,1.6,.500,.472,0.3,0.7,.500,0.3,1.2,1.6,0.8,0.2,0.0,0.2,0.2,2.2,,rileywi01
397,Kobe Brown,26,LAC,PF,7,0,8.6,0.7,1.6,.455,0.1,0.9,.167,0.6,0.7,.800,.500,0.6,0.6,1.000,0.6,1.6,2.1,1.0,0.0,0.0,0.4,0.3,2.1,,brownko01
398,Carter Bryant,20,SAS,PF,8,0,6.8,0.8,2.6,.286,0.3,1.4,.182,0.5,1.3,.400,.333,0.4,0.4,1.000,0.0,1.0,1.0,0.0,0.3,0.1,0.5,0.6,2.1,,bryanca01
399,Devin Carter,23,SAC,PG,8,0,8.1,0.6,2.6,.238,0.3,1.4,.182,0.4,1.3,.300,.286,0.6,0.6,1.000,0.4,1.1,1.5,1.1,0.8,0.1,0.8,1.0,2.1,,cartede02
400,Leonard Miller,22,MIN,SF,7,0,3.9,0.9,1.4,.600,0.0,0.4,.000,0.9,1.0,.857,.600,0.4,0.7,.600,0.1,1.0,1.1,0.1,0.1,0.0,0.4,0.4,2.1,,millele01
401,Johni Broome,23,PHI,PF,2,0,3.0,1.0,2.5,.400,0.0,0.5,.000,1.0,2.0,.500,.400,0.0,0.0,,1.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,2.0,,broomjo01
402,Hunter Dickinson,25,NOP,C,1,0,5.0,1.0,2.0,.500,0.0,0.0,,1.0,2.0,.500,.500,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,2.0,,dickihu01
403,GG Jackson II,21,MEM,PF,6,0,4.7,0.7,2.3,.286,0.0,1.0,.000,0.7,1.3,.500,.286,0.7,1.2,.571,0.2,0.3,0.5,0.2,0.5,0.0,0.0,0.5,2.0,,jacksgg01
404,Bronny James,21,LAL,SG,9,1,11.9,0.8,2.9,.269,0.2,1.1,.200,0.6,1.8,.313,.308,0.2,0.2,1.000,0.4,0.6,1.0,1.8,0.9,0.1,0.6,1.2,2.0,,jamesbr02
405,Colby Jones,23,DET,SG,1,0,7.0,1.0,3.0,.333,0.0,2.0,.000,1.0,1.0,1.000,.333,0.0,0.0,,0.0,4.0,4.0,2.0,0.0,0.0,0.0,1.0,2.0,,jonesco02
406,Daeqwon Plowden,27,SAC,SG,1,0,14.0,1.0,5.0,.200,0.0,3.0,.000,1.0,2.0,.500,.200,0.0,0.0,,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,,plowdda01
407,Gui Santos,23,GSW,PF,12,0,6.4,0.8,1.8,.429,0.4,1.3,.313,0.3,0.4,.800,.548,0.1,0.2,.500,0.7,0.7,1.3,0.2,0.3,0.0,0.4,1.3,2.0,,santogu01
408,Jacob Toppin,25,ATL,SF,3,0,3.0,1.0,1.3,.750,0.0,0.0,,1.0,1.3,.750,.750,0.0,0.0,,0.0,0.3,0.3,0.0,0.0,0.0,0.0,0.3,2.0,,toppija01
409,Jamir Watkins,24,WAS,SG,3,0,7.0,1.0,1.3,.750,0.0,0.3,.000,1.0,1.0,1.000,.750,0.0,0.0,,0.3,1.7,2.0,0.0,0.0,0.3,0.3,1.3,2.0,,watkija01
410,PJ Hall,23,MEM,C,7,0,3.9,0.7,1.3,.556,0.1,0.4,.333,0.6,0.9,.667,.611,0.3,0.4,.667,0.4,0.9,1.3,0.3,0.0,0.3,0.1,0.4,1.9,,hallpj01
411,Spencer Jones,24,DEN,SF,8,0,9.0,0.6,1.1,.556,0.3,0.6,.400,0.4,0.5,.750,.667,0.4,0.5,.750,0.3,0.0,0.3,0.5,0.8,0.1,0.6,1.5,1.9,,jonessp01
412,Khaman Maluach,19,PHO,C,7,0,5.0,0.4,1.0,.429,0.0,0.4,.000,0.4,0.6,.750,.429,1.0,1.1,.875,0.1,0.7,0.9,0.1,0.0,0.6,0.7,1.1,1.9,,maluakh01
413,Anthony Gill,33,WAS,PF,5,0,2.6,0.6,0.8,.750,0.2,0.2,1.000,0.4,0.6,.667,.875,0.4,0.4,1.000,0.2,0.6,0.8,0.0,0.0,0.0,0.4,0.2,1.8,,gillan01
414,Yang Hansen,20,POR,C,5,0,5.8,0.4,1.8,.222,0.0,0.6,.000,0.4,1.2,.333,.222,1.0,1.2,.833,0.6,0.2,0.8,0.0,0.0,0.4,0.6,0.8,1.8,,yangha01
415,Keshad Johnson,24,MIA,SF,4,0,5.5,0.8,3.0,.250,0.3,1.5,.167,0.5,1.5,.333,.292,0.0,0.0,,0.3,1.3,1.5,0.0,0.5,0.0,0.3,0.5,1.8,,johnske10
416,Cody Martin,30,IND,SF,4,0,13.8,0.5,2.5,.200,0.0,1.3,.000,0.5,1.3,.400,.200,0.8,1.5,.500,0.3,3.3,3.5,0.5,1.0,0.5,1.0,1.3,1.8,,martico01
417,Zeke Nnaji,25,DEN,PF,6,0,3.5,0.7,1.2,.571,0.2,0.7,.250,0.5,0.5,1.000,.643,0.3,0.5,.667,0.2,0.2,0.3,0.3,0.0,0.0,0.3,1.2,1.8,,nnajize01
418,Dylan Cardwell,24,SAC,C,3,1,11.0,0.7,2.0,.333,0.0,0.3,.000,0.7,1.7,.400,.333,0.3,0.7,.500,0.7,1.0,1.7,0.0,0.7,1.0,0.7,3.3,1.7,,cardwdy01
419,Rasheer Fleming,21,PHO,PF,7,0,5.1,0.7,2.1,.333,0.3,1.3,.222,0.4,0.9,.500,.400,0.0,0.0,,0.6,0.3,0.9,0.3,0.1,0.1,0.1,0.7,1.7,,flemira01
420,Nigel Hayes-Davis,31,PHO,SF,11,0,8.5,0.8,1.9,.429,0.1,0.7,.125,0.7,1.2,.615,.452,0.0,0.0,,0.5,0.7,1.2,0.5,0.5,0.0,0.5,0.8,1.7,,hayesni01
421,Harrison Ingram,23,SAS,SF,3,0,3.7,0.7,1.0,.667,0.3,0.3,1.000,0.3,0.7,.500,.833,0.0,0.0,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.7,1.7,,ingraha01
422,Julian Phillips,22,CHI,SF,11,0,6.6,0.7,1.8,.400,0.3,0.9,.300,0.5,0.9,.500,.475,0.0,0.0,,0.5,0.3,0.7,0.1,0.4,0.2,0.1,0.6,1.7,,phillju01
423,Dario Šarić,31,SAC,C,3,0,9.3,0.3,1.7,.200,0.3,0.7,.500,0.0,1.0,.000,.300,0.7,0.7,1.000,0.3,1.3,1.7,0.7,0.0,0.0,0.3,0.0,1.7,,saricda01
424,Dalen Terry,23,CHI,SG,7,0,5.9,0.6,1.3,.444,0.1,0.3,.500,0.4,1.0,.429,.500,0.4,0.9,.500,0.0,0.4,0.4,0.6,0.1,0.3,0.1,0.6,1.7,,terryda01
425,Luke Travers,24,CLE,SG,6,0,7.8,0.3,2.7,.125,0.0,1.0,.000,0.3,1.7,.200,.125,1.0,1.0,1.000,0.7,1.2,1.8,0.7,0.5,0.7,0.2,0.3,1.7,,travelu01
426,Amir Coffey,28,MIL,SG,13,0,9.8,0.6,1.5,.421,0.2,0.6,.250,0.5,0.8,.545,.474,0.2,0.2,1.000,0.3,0.8,1.1,0.5,0.0,0.1,0.1,0.5,1.6,,coffeam01
427,Micah Peavy,24,NOP,SG,9,0,10.4,0.7,2.6,.261,0.1,1.0,.111,0.6,1.6,.357,.283,0.1,0.2,.500,1.0,1.1,2.1,0.7,0.1,0.1,0.2,1.4,1.6,,peavymi01
428,Joan Beringer,19,MIN,PF,8,0,3.8,0.8,0.9,.857,0.0,0.0,,0.8,0.9,.857,.857,0.0,0.1,.000,0.1,0.9,1.0,0.0,0.1,0.1,0.3,0.9,1.5,,berinjo01
429,DaRon Holmes,23,DEN,PF,2,0,2.0,0.5,0.5,1.000,0.5,0.5,1.000,0.0,0.0,,1.500,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.5,,holmeda01
430,Tyus Jones,29,ORL,PG,14,1,12.7,0.6,2.5,.257,0.1,1.4,.105,0.5,1.1,.438,.286,0.0,0.0,,0.2,0.7,0.9,1.4,0.7,0.1,0.4,0.6,1.4,,jonesty01
431,Caleb Martin,30,DAL,SF,12,0,9.3,0.4,1.5,.278,0.1,0.5,.167,0.3,1.0,.333,.306,0.4,0.5,.833,0.8,0.8,1.6,1.1,0.3,0.1,0.4,1.9,1.3,,martica02
432,Chris Youngblood,23,OKC,SG,12,0,5.3,0.3,1.2,.214,0.3,1.1,.231,0.0,0.1,.000,.321,0.5,0.5,1.000,0.2,0.3,0.5,0.2,0.1,0.0,0.0,0.8,1.3,,youngch01
433,Brooks Barnhizer,23,OKC,SG,12,0,8.0,0.5,1.1,.462,0.0,0.1,.000,0.5,1.0,.500,.462,0.2,0.3,.500,0.4,1.7,2.1,0.3,0.2,0.2,0.1,0.8,1.2,,barnhbr01
434,Mohamed Diawara,20,NYK,SF,6,0,2.5,0.5,0.7,.750,0.2,0.2,1.000,0.3,0.5,.667,.875,0.0,0.3,.000,0.0,0.2,0.2,0.2,0.0,0.0,0.2,0.3,1.2,,diawamo01
435,Tyson Etienne,26,BRK,PG,5,0,5.0,0.4,2.2,.182,0.4,2.0,.200,0.0,0.2,.000,.273,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,1.2,,etienty01
436,Jae'Sean Tate,30,HOU,SF,7,0,5.6,0.6,1.6,.364,0.0,0.4,.000,0.6,1.1,.500,.364,0.0,0.0,,0.1,0.7,0.9,0.1,0.1,0.0,0.1,0.9,1.1,,tateja01
437,Ariel Hukporti,23,NYK,C,8,2,7.0,0.5,1.0,.500,0.0,0.0,,0.5,1.0,.500,.500,0.0,0.0,,0.9,1.3,2.1,0.6,0.1,0.3,0.6,1.1,1.0,,hukpoar01
438,Isaac Jones,25,SAC,PF,3,1,5.7,0.3,0.7,.500,0.0,0.3,.000,0.3,0.3,1.000,.500,0.3,0.7,.500,0.7,0.0,0.7,0.3,0.0,0.0,0.0,1.3,1.0,,jonesis01
439,Johnny Juzang,24,MIN,SG,6,0,3.0,0.3,1.2,.286,0.2,0.8,.200,0.2,0.3,.500,.357,0.2,0.3,.500,0.2,0.3,0.5,0.2,0.0,0.0,0.2,0.3,1.0,,juzanjo01
440,Mason Plumlee,35,CHO,C,6,0,5.0,0.3,0.3,1.000,0.0,0.0,,0.3,0.3,1.000,1.000,0.3,0.7,.500,0.2,0.7,0.8,0.3,0.0,0.0,0.3,0.2,1.0,,plumlma01
441,Jericho Sims,27,MIL,C,9,0,6.8,0.3,0.4,.750,0.0,0.0,,0.3,0.4,.750,.750,0.3,0.4,.750,0.8,1.0,1.8,0.3,0.1,0.2,0.4,0.7,1.0,,simsje01
442,Amari Williams,24,BOS,PF,2,0,3.5,0.5,1.0,.500,0.0,0.0,,0.5,1.0,.500,.500,0.0,0.0,,0.5,0.5,1.0,0.5,0.5,0.0,0.0,0.5,1.0,,william01
443,Danny Wolf,21,BRK,PF,2,0,3.0,0.0,0.5,.000,0.0,0.0,,0.0,0.5,.000,.000,1.0,1.0,1.000,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,,wolfda01
444,Jahmir Young,25,MIA,PG,2,0,5.0,0.5,1.5,.333,0.0,0.5,.000,0.5,1.0,.500,.333,0.0,0.0,,0.0,0.5,0.5,1.0,0.0,0.0,0.5,1.0,1.0,,youngja05
445,AJ Johnson,21,WAS,SG,8,0,4.8,0.3,1.4,.182,0.0,0.3,.000,0.3,1.1,.222,.182,0.4,0.5,.750,0.3,0.4,0.6,0.5,0.0,0.0,0.1,0.4,0.9,,johnsaj01
446,Jonathan Mogbo,24,TOR,PF,7,0,5.0,0.4,0.9,.500,0.0,0.0,,0.4,0.9,.500,.500,0.0,0.0,,0.4,0.9,1.3,0.6,0.1,0.3,0.1,0.6,0.9,,mogbojo01
447,Rayan Rupert,21,POR,SG,7,0,5.7,0.3,1.3,.222,0.1,0.9,.167,0.1,0.4,.333,.278,0.1,0.3,.500,0.1,1.0,1.1,0.3,0.3,0.0,0.1,1.0,0.9,,ruperra01
448,Pacome Dadiet,20,NYK,SG,5,0,2.8,0.2,0.8,.250,0.0,0.2,.000,0.2,0.6,.333,.250,0.4,0.4,1.000,0.0,0.6,0.6,0.4,0.0,0.0,0.0,0.2,0.8,,dadiepa01
449,N'Faly Dante,24,ATL,C,4,0,3.8,0.3,1.0,.250,0.0,0.0,,0.3,1.0,.250,.250,0.3,0.3,1.000,0.8,1.0,1.8,0.0,0.5,0.0,0.3,0.3,0.8,,nfalyda01
450,Hunter Sallis,22,PHI,SG,3,0,2.3,0.3,0.3,1.000,0.0,0.0,,0.3,0.3,1.000,1.000,0.0,0.0,,0.0,0.3,0.3,0.3,0.0,0.0,0.7,0.3,0.7,,sallihu01
451,Thanasis Antetokounmpo,33,MIL,SF,4,0,2.3,0.3,0.5,.500,0.0,0.0,,0.3,0.5,.500,.500,0.0,0.0,,0.0,0.3,0.3,0.0,0.3,0.5,0.0,0.3,0.5,,antetth01
452,Jase Richardson,20,ORL,SG,7,0,4.3,0.1,0.7,.200,0.0,0.4,.000,0.1,0.3,.500,.200,0.1,0.3,.500,0.0,0.1,0.1,0.9,0.0,0.0,0.4,0.1,0.4,,richaja02
453,Bismack Biyombo,33,SAS,C,6,0,7.7,0.2,0.3,.500,0.0,0.0,,0.2,0.3,.500,.500,0.0,0.0,,0.3,0.7,1.0,0.3,0.5,0.2,0.3,1.5,0.3,,biyombi01
454,Jahmyl Telfort,24,LAC,PF,3,0,5.3,0.0,0.7,.000,0.0,0.7,.000,0.0,0.0,,.000,0.3,1.3,.250,0.0,0.7,0.7,0.3,0.0,0.0,0.3,0.7,0.3,,telfoja01
455,Jamal Cain,26,ORL,SF,1,0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,cainja01
456,Sharife Cooper,24,WAS,PG,2,0,2.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,,coopesh01
457,Joe Ingles,38,MIN,SF,4,0,4.0,0.0,0.5,.000,0.0,0.5,.000,0.0,0.0,,.000,0.0,0.0,,0.0,0.0,0.0,1.3,0.0,0.0,0.0,0.5,0.0,,inglejo01
458,Andre Jackson Jr.,24,MIL,SG,6,0,3.7,0.0,0.3,.000,0.0,0.2,.000,0.0,0.2,.000,.000,0.0,0.0,,0.2,0.2,0.3,1.0,0.3,0.2,0.3,0.5,0.0,,jacksan01
459,Trey Jemison,26,NYK,C,1,0,8.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,,jemistr01
460,Miles Kelly,23,DAL,PG,1,0,2.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,,kellymi02
461,Christian Koloko,25,LAL,C,2,0,3.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.5,0.0,,kolokch01
462,Chris Mañon,24,LAL,SG,2,0,3.5,0.0,0.5,.000,0.0,0.5,.000,0.0,0.0,,.000,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,0.5,0.0,1.0,0.0,,manonch01
463,Jared McCain,21,PHI,SG,3,0,10.3,0.0,3.0,.000,0.0,0.7,.000,0.0,2.3,.000,.000,0.0,0.0,,0.0,0.7,0.7,1.3,0.3,0.0,0.3,1.3,0.0,,mccaija01
464,Orlando Robinson,25,ORL,C,1,0,2.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,robinor01
465,Garrett Temple,39,TOR,SG,2,0,3.0,0.0,0.5,.000,0.0,0.5,.000,0.0,0.0,,.000,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,,templga01
466,Hunter Tyson,25,DEN,PF,5,0,3.4,0.0,1.4,.000,0.0,0.8,.000,0.0,0.6,.000,.000,0.0,0.0,,0.2,1.8,2.0,0.0,0.2,0.0,0.0,0.4,0.0,,tysonhu01
,League Average,,,,,,,,,.468,,,.359,,,.546,.543,,,.792,,,,,,,,,,,-9999