Rk,Player,Age,Team,Pos,G,GS,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Awards,Player-additional
232,Collin Murray-Boyles,20,TOR,PF,10,3,204,13.9,.607,.277,.292,10.5,9.6,10.0,7.8,1.9,2.3,13.0,17.4,0.2,0.2,0.5,.112,-0.6,-0.4,-1.0,0.1,,murraco01
233,Kawhi Leonard,34,LAC,SF,6,6,201,25.2,.625,.333,.257,3.0,16.3,9.8,18.9,3.7,2.0,8.6,28.2,0.5,0.2,0.7,.172,4.2,0.9,5.1,0.4,,leonaka01
234,Brook Lopez,37,LAC,C,13,0,199,11.0,.562,.699,.137,2.4,14.7,8.8,6.1,1.3,5.4,13.4,19.9,-0.1,0.1,0.0,.010,-2.3,-0.8,-3.1,-0.1,,lopezbr01
235,Jay Huff,27,IND,C,13,2,194,11.4,.482,.676,.191,6.8,15.1,10.6,7.9,0.2,11.4,9.8,17.0,-0.1,0.2,0.1,.033,-3.8,0.8,-3.0,-0.1,,huffja01
236,Trendon Watford,25,PHI,PF,9,4,194,14.8,.601,.203,.322,6.8,17.7,12.2,24.0,0.7,0.9,16.2,17.2,0.3,0.2,0.5,.123,-0.2,0.5,0.3,0.1,,watfotr01
237,Tobias Harris,33,DET,PF,6,6,193,10.8,.513,.394,.254,2.7,17.0,9.9,11.8,1.2,0.5,9.2,18.3,0.1,0.3,0.4,.088,-2.0,0.1,-2.0,0.0,,harrito02
238,Nique Clifford,23,SAC,SG,10,2,192,6.6,.424,.451,.196,4.0,14.0,8.8,14.8,1.0,1.9,11.2,13.7,-0.1,0.0,-0.1,-0.026,-4.3,-0.9,-5.2,-0.2,,cliffni01
239,Marvin Bagley III,26,WAS,PF,13,0,190,19.8,.699,.103,.362,13.1,16.7,14.9,12.9,1.5,3.2,15.1,17.3,0.5,0.1,0.5,.136,1.1,-0.8,0.3,0.1,,baglema01
240,Jalen Smith,25,CHI,C,12,0,190,19.4,.604,.551,.202,14.8,26.1,20.8,12.7,0.5,1.7,11.0,23.9,0.3,0.2,0.5,.131,2.7,-1.9,0.8,0.1,,smithja04
241,Day'Ron Sharpe,24,BRK,C,12,0,189,17.2,.677,.222,.600,15.7,22.9,19.0,19.0,2.6,2.9,29.7,18.2,0.2,0.1,0.3,.079,-1.4,0.6,-0.8,0.1,,sharpda01
242,Tony Bradley,28,IND,C,13,3,186,15.4,.652,.020,.340,13.1,10.3,11.8,8.9,0.5,1.5,6.5,13.4,0.5,0.1,0.5,.138,-1.1,-1.6,-2.8,0.0,,bradlto01
243,Luka Garza,27,BOS,C,13,0,185,21.2,.672,.344,.361,18.0,13.1,15.6,8.6,1.1,3.3,6.6,17.3,0.8,0.2,1.0,.251,1.5,-0.2,1.3,0.2,,garzalu01
244,Jaxson Hayes,25,LAL,C,11,1,185,14.3,.703,.029,.314,8.8,20.1,14.7,9.6,1.0,2.7,13.1,10.7,0.4,0.2,0.6,.148,-0.3,0.3,0.0,0.1,,hayesja02
245,Jordan Goodwin,27,PHO,PG,11,0,184,14.9,.549,.524,.127,10.5,14.8,12.6,16.3,3.4,0.5,15.3,17.8,0.2,0.3,0.4,.115,0.0,0.7,0.7,0.1,,goodwjo01
246,Alex Caruso,31,OKC,SG,10,0,183,13.9,.531,.673,.115,1.2,10.8,6.2,17.0,5.0,1.7,14.1,15.0,0.0,0.5,0.6,.146,-1.7,4.7,3.0,0.2,,carusal01
247,Bogdan Bogdanović,33,LAC,SG,7,2,183,9.9,.554,.614,.175,1.3,12.9,7.3,17.4,1.6,0.5,16.3,17.8,0.0,0.1,0.1,.023,-2.2,-1.0,-3.2,-0.1,,bogdabo01
248,Larry Nance Jr.,33,CLE,PF,12,1,181,4.8,.405,.491,.057,5.6,17.7,11.3,11.4,1.6,1.0,14.2,14.1,-0.2,0.2,0.0,.003,-7.4,0.1,-7.4,-0.2,,nancela02
249,Caris LeVert,31,DET,SG,9,0,181,13.7,.620,.443,.311,0.6,6.4,3.5,20.7,1.6,2.2,16.8,18.8,0.2,0.2,0.4,.102,-0.1,0.0,-0.2,0.1,,leverca01
250,Tyus Jones,29,ORL,PG,14,1,178,4.4,.286,.543,.000,1.9,6.1,4.1,14.6,2.7,0.9,12.5,9.5,-0.2,0.2,0.0,-0.003,-5.8,2.4,-3.4,-0.1,,jonesty01
251,Jaylen Clark,24,MIN,SG,11,0,178,10.1,.572,.439,.390,7.2,7.2,7.2,6.4,2.4,0.5,9.4,12.7,0.2,0.2,0.4,.095,-3.1,0.7,-2.4,0.0,,clarkja02
252,Walter Clayton,22,UTA,PG,11,0,178,11.7,.565,.537,.259,3.5,12.2,7.8,28.1,1.3,1.7,20.0,17.1,0.1,0.1,0.2,.060,-1.6,-0.1,-1.7,0.0,,claytwa01
253,Adem Bona,22,PHI,C,12,3,177,9.6,.481,.050,.800,9.3,16.3,12.8,2.1,1.4,10.3,20.6,8.0,0.0,0.3,0.2,.064,-4.5,2.0,-2.4,0.0,,bonaad01
254,Brice Sensabaugh,22,UTA,SF,12,0,174,16.2,.622,.716,.185,3.6,16.8,10.1,12.2,1.6,0.6,10.2,22.7,0.3,0.1,0.4,.101,1.3,-1.4,-0.1,0.1,,sensabr01
255,Vince Williams Jr.,25,MEM,SG,9,1,174,10.8,.561,.672,.241,3.6,19.8,11.6,20.7,1.9,1.1,21.9,19.5,-0.1,0.2,0.1,.016,-1.9,0.9,-1.1,0.0,,willivi01
256,Jalen Wilson,25,BRK,PF,11,0,173,7.1,.579,.679,.245,1.2,6.4,3.6,6.1,0.6,0.0,12.0,16.4,0.0,-0.1,-0.1,-0.018,-2.6,-3.5,-6.1,-0.2,,wilsoja03
257,Jordan Walsh,21,BOS,PF,10,2,173,14.1,.564,.436,.103,7.8,19.8,13.6,7.4,2.9,3.5,4.7,10.5,0.3,0.3,0.6,.165,-1.4,2.6,1.2,0.1,,walshjo01
258,De'Aaron Fox,28,SAS,PG,5,5,171,17.6,.613,.381,.155,5.0,7.1,6.1,31.4,1.4,0.6,18.2,27.2,0.2,0.2,0.4,.112,1.6,-1.9,-0.3,0.1,,foxde01
259,Taurean Prince,31,MIL,SF,8,0,169,7.7,.623,.737,.079,0.0,8.5,4.3,5.9,1.7,1.1,11.3,11.4,0.1,0.1,0.2,.050,-3.3,-0.3,-3.6,-0.1,,princta02
260,Jordan Hawkins,23,NOP,SG,12,0,168,4.4,.387,.593,.119,3.6,12.3,7.6,6.8,0.6,0.0,6.1,16.6,-0.2,0.0,-0.3,-0.082,-5.0,-3.7,-8.7,-0.3,,hawkijo01
261,Andrew Nembhard,26,IND,PG,6,6,168,16.4,.559,.446,.373,0.6,6.7,3.4,39.9,0.6,0.5,11.0,26.1,0.3,0.0,0.3,.090,2.9,-2.9,0.0,0.1,,nembhan01
262,Jeremiah Robinson-Earl,25,IND,PF,8,3,167,10.5,.460,.333,.200,12.4,19.6,15.6,6.2,1.4,0.0,10.9,13.3,0.0,0.1,0.1,.034,-2.8,-2.2,-5.0,-0.1,,robinje02
263,RayJ Dennis,24,IND,PG,11,0,161,7.1,.433,.529,.129,4.7,7.7,6.0,24.2,0.9,2.3,15.9,22.1,-0.3,0.1,-0.2,-0.069,-3.6,-2.1,-5.7,-0.2,,dennira01
264,Zion Williamson,25,NOP,PF,5,5,157,22.1,.553,.000,.731,10.3,13.9,12.0,26.3,3.1,0.7,14.2,32.2,0.1,0.1,0.2,.063,2.3,-1.2,1.2,0.1,,willizi01
265,Daniss Jenkins,24,DET,PG,8,2,156,16.9,.570,.313,.156,4.1,6.8,5.4,26.6,3.7,0.0,13.9,20.7,0.2,0.2,0.5,.139,0.0,1.3,1.3,0.1,,jenkida01
266,Jabari Walker,23,PHI,PF,12,5,154,7.9,.485,.324,.135,11.4,15.1,13.2,4.3,0.6,1.8,11.3,11.9,0.0,0.1,0.2,.052,-4.5,-1.2,-5.7,-0.1,,walkeja01
267,Walker Kessler,24,UTA,C,5,5,154,20.9,.786,.216,.541,15.7,21.8,18.7,14.9,2.2,5.8,25.9,16.3,0.3,0.2,0.5,.159,1.2,2.0,3.1,0.2,,kesslwa01
268,Yves Missi,21,NOP,C,8,4,153,15.1,.620,.000,.600,15.9,13.5,14.8,9.7,0.6,5.5,19.2,12.9,0.2,0.0,0.2,.068,-0.9,-1.8,-2.7,0.0,,missiyv01
269,Jonas Valančiūnas,33,DEN,C,12,0,151,23.2,.607,.083,.431,15.9,26.7,21.7,15.1,0.3,5.6,12.3,27.4,0.4,0.3,0.6,.205,1.0,0.2,1.2,0.1,,valanjo01
270,Anthony Davis,32,DAL,PF,5,5,149,23.4,.587,.147,.413,12.1,23.5,17.9,13.5,2.5,3.3,11.0,28.0,0.2,0.3,0.5,.156,2.6,1.4,4.0,0.2,,davisan02
271,Taylor Hendricks,22,UTA,PF,9,3,148,9.7,.460,.425,.200,11.4,16.1,13.7,3.7,1.3,2.0,10.3,13.3,0.0,0.1,0.1,.026,-2.6,-2.0,-4.6,-0.1,,hendrta01
272,Nick Richards,28,PHO,C,14,1,145,13.8,.617,.000,.694,14.1,24.2,19.2,4.7,0.7,4.6,21.7,17.3,0.1,0.2,0.3,.094,-4.0,-1.3,-5.3,-0.1,,richani01
273,Tyrese Proctor,21,CLE,PG,12,0,142,6.4,.461,.661,.113,1.4,8.1,4.6,13.5,1.3,0.0,8.4,20.2,-0.1,0.1,0.0,.002,-5.8,-1.6,-7.4,-0.2,,proctty01
274,Paul Reed,26,DET,C,11,2,141,26.5,.715,.137,.157,18.0,21.7,19.9,14.3,4.1,6.9,19.3,19.5,0.3,0.4,0.7,.240,2.5,3.6,6.1,0.3,,reedpa01
275,Joel Embiid,31,PHI,C,6,6,140,23.8,.576,.322,.402,7.1,19.0,13.0,24.6,1.7,5.9,13.5,35.1,0.2,0.2,0.4,.130,3.3,1.4,4.7,0.2,,embiijo01
276,Dylan Harper,19,SAS,SG,6,0,140,16.6,.584,.219,.281,4.3,14.9,9.9,25.1,1.4,0.0,13.3,25.1,0.2,0.2,0.4,.132,-0.6,0.3,-0.3,0.1,,harpedy01
277,Trae Young,27,ATL,PG,5,5,139,16.7,.511,.371,.557,0.0,7.6,3.9,40.1,1.4,0.7,10.3,29.5,0.1,0.1,0.3,.095,0.9,-1.4,-0.5,0.1,,youngtr01
278,Gary Payton II,33,GSW,SG,14,0,138,11.1,.458,.444,.000,9.6,20.9,15.1,15.4,3.1,2.7,18.2,13.5,0.0,0.3,0.2,.074,-3.6,1.9,-1.6,0.0,,paytoga02
279,John Konchar,29,MEM,SG,12,0,138,12.6,.691,.636,.045,2.3,18.7,10.4,11.2,3.1,3.4,15.1,7.9,0.1,0.2,0.3,.116,-1.4,3.5,2.2,0.1,,konchjo01
280,Luke Kornet,30,SAS,C,6,1,138,21.8,.802,.000,.516,16.7,15.9,16.3,11.3,0.0,4.9,9.5,12.9,0.6,0.2,0.8,.261,3.2,0.6,3.9,0.2,,kornelu01
281,Hugo González,19,BOS,SF,11,1,136,8.9,.525,.323,.032,6.1,11.4,8.7,6.6,3.3,1.5,16.0,11.7,0.0,0.2,0.2,.071,-4.3,2.0,-2.4,0.0,,gonzahu01
282,Justin Edwards,22,PHI,SF,10,1,136,13.6,.693,.723,.064,4.0,8.1,6.1,9.6,0.7,1.3,9.4,16.3,0.3,0.1,0.4,.133,1.6,-0.6,1.1,0.1,,edwarju01
283,Isaiah Collier,21,UTA,PG,5,1,131,15.3,.678,.167,.800,0.0,14.9,7.3,41.2,0.7,1.5,22.8,16.3,0.3,0.1,0.3,.123,-1.3,-0.9,-2.2,0.0,,colliis01
284,Ousmane Dieng,22,OKC,C,11,0,130,4.1,.394,.457,.114,3.5,13.6,8.7,5.8,0.4,4.0,14.0,14.2,-0.2,0.2,0.0,.005,-6.3,-0.1,-6.4,-0.1,,diengou01
285,Amir Coffey,28,MIL,SG,13,0,128,5.8,.517,.421,.158,3.6,8.6,6.1,6.5,0.0,0.7,4.7,7.2,0.1,0.0,0.1,.039,-3.4,-2.1,-5.6,-0.1,,coffeam01
286,Jonathan Isaac,28,ORL,PF,13,0,126,11.3,.496,.621,.414,7.3,24.9,16.3,1.1,2.3,3.3,8.0,12.5,0.0,0.2,0.3,.096,-2.8,1.3,-1.5,0.0,,isaacjo01
287,Ochai Agbaji,25,TOR,SG,9,1,125,4.6,.421,.480,.320,1.8,14.7,8.4,5.7,1.9,0.8,9.5,10.6,-0.1,0.2,0.0,.017,-6.3,0.2,-6.1,-0.1,,agbajoc01
288,Drake Powell,20,BRK,SG,7,0,124,11.1,.616,.324,.059,2.6,13.0,7.4,17.5,2.4,0.7,20.5,15.0,0.0,0.0,0.1,.022,-2.9,-0.1,-3.0,0.0,,poweldr01
289,Rob Dillingham,21,MIN,PG,11,0,123,9.2,.474,.204,.224,1.9,8.6,5.4,26.5,2.7,0.0,20.6,23.5,-0.2,0.1,-0.1,-0.029,-6.5,-1.4,-7.8,-0.2,,dilliro01
290,Bilal Coulibaly,21,WAS,SG,5,5,123,11.3,.474,.386,.341,3.4,15.0,9.2,19.2,2.3,4.2,16.5,20.5,-0.1,0.1,-0.1,-0.034,-2.7,0.2,-2.5,0.0,,coulibi01
291,Bradley Beal,32,LAC,SG,6,6,121,5.1,.476,.396,.167,2.0,2.8,2.4,12.4,1.2,0.0,14.9,22.2,-0.2,0.0,-0.2,-0.086,-6.9,-4.2,-11.1,-0.3,,bealbr01
292,Ja'Kobe Walter,21,TOR,SG,10,0,119,5.0,.469,.710,.226,5.7,6.4,6.0,6.0,2.8,0.8,19.0,14.9,-0.2,0.1,0.0,-0.005,-6.3,0.0,-6.3,-0.1,,walteja01
293,Precious Achiuwa,26,SAC,C,7,4,118,14.1,.558,.258,.419,9.2,18.8,13.8,5.9,2.0,2.4,7.6,14.2,0.1,0.1,0.2,.072,-1.3,-0.8,-2.0,0.0,,achiupr01
294,Jaden Hardy,23,DAL,SG,11,0,117,7.9,.551,.622,.200,1.8,9.7,5.8,5.2,1.6,0.7,15.5,20.7,-0.1,0.1,0.0,-0.002,-4.4,-0.5,-4.9,-0.1,,hardyja02
295,Karlo Matković,24,NOP,PF,11,0,115,17.6,.690,.188,.250,6.2,21.1,13.0,11.4,0.9,4.6,10.1,14.5,0.2,0.0,0.3,.112,0.3,-0.3,0.0,0.1,,matkoka01
296,Terrence Shannon Jr.,25,MIN,SG,7,0,115,4.7,.434,.393,.250,3.0,12.9,8.2,8.5,1.7,0.0,16.2,13.7,-0.1,0.1,0.0,-0.015,-5.9,-0.5,-6.4,-0.1,,shannte01
297,Caleb Martin,30,DAL,SF,12,0,112,5.0,.388,.333,.333,8.5,9.2,8.9,15.2,1.7,0.7,19.5,9.6,0.0,0.1,0.1,.040,-6.8,1.0,-5.8,-0.1,,martica02
298,Liam McNeeley,20,CHO,SF,9,0,112,8.4,.520,.621,.517,4.2,13.0,8.7,12.8,0.9,0.8,12.3,15.1,0.1,0.0,0.1,.049,-3.1,-1.3,-4.4,-0.1,,mcneeli01
299,Jeremy Sochan,22,SAS,PF,7,0,109,13.5,.743,.370,.333,4.4,15.1,10.0,13.9,1.3,1.8,20.5,15.2,0.2,0.1,0.3,.147,-1.7,1.1,-0.6,0.0,,sochaje01
300,Clint Capela,31,HOU,C,11,0,108,23.3,.680,.000,.400,29.0,22.0,25.4,4.9,1.4,5.4,12.0,12.7,0.4,0.2,0.6,.254,2.9,-1.4,1.6,0.1,,capelca01
301,Moussa Cisse,23,DAL,C,10,0,108,17.6,.689,.000,.750,17.7,17.2,17.5,1.4,0.9,10.7,22.0,15.8,0.1,0.2,0.3,.140,-4.3,1.4,-2.9,0.0,,cissemo01
302,Bronny James,21,LAL,SG,9,1,107,6.2,.335,.385,.077,4.7,5.3,5.0,18.7,3.6,0.9,15.7,12.8,-0.1,0.1,0.0,-0.002,-5.4,1.2,-4.2,-0.1,,jamesbr02
303,Guerschon Yabusele,30,NYK,C,11,0,106,8.4,.446,.710,.194,11.5,16.6,13.9,4.7,0.9,1.0,5.6,13.8,0.1,0.1,0.1,.061,-3.0,-1.8,-4.8,-0.1,,yabusgu01
304,Chris Paul,40,LAC,PG,8,0,103,10.4,.354,.760,.040,5.8,9.9,7.9,37.2,4.4,0.0,21.6,14.0,0.0,0.1,0.1,.035,-3.4,1.4,-2.0,0.0,,paulch01
305,Justin Champagnie,24,WAS,SF,12,3,101,13.5,.493,.400,.680,17.5,17.2,17.4,5.1,1.9,0.0,5.8,14.2,0.2,0.0,0.2,.082,-1.7,-3.1,-4.8,-0.1,,champju01
306,Bones Hyland,25,MIN,PG,11,0,101,13.3,.639,.629,.114,1.2,9.5,5.5,20.6,2.4,0.0,17.9,18.8,0.1,0.1,0.2,.094,-1.4,0.4,-1.0,0.0,,hylanbo01
307,Quenton Jackson,27,IND,PG,5,3,101,21.0,.657,.324,.486,4.6,13.4,8.6,30.7,2.3,0.9,11.8,20.4,0.3,0.1,0.4,.176,2.8,1.8,4.7,0.2,,jacksqu01
308,Baylor Scheierman,25,BOS,SG,10,0,100,13.2,.786,.833,.056,5.2,17.7,11.3,5.1,1.5,1.0,9.8,8.7,0.2,0.1,0.3,.164,-0.2,1.2,1.0,0.1,,scheiba01
309,Trayce Jackson-Davis,25,GSW,C,9,0,100,13.2,.579,.000,.393,11.0,12.7,11.8,16.6,1.4,3.7,17.6,16.9,0.1,0.1,0.2,.111,-3.2,0.1,-3.0,0.0,,jackstr02
310,Robert Williams,28,POR,C,8,0,100,18.6,.624,.115,.038,15.5,18.7,17.0,8.3,2.3,4.4,7.0,11.3,0.2,0.1,0.4,.169,2.2,0.2,2.3,0.1,,williro04
311,Pat Spencer,29,GSW,PG,9,0,99,13.4,.486,.325,.300,4.5,10.5,7.4,24.0,2.9,0.9,9.9,21.5,0.0,0.1,0.2,.087,-2.4,0.4,-2.0,0.0,,spencpa01
312,Javon Small,23,MEM,PG,8,0,99,8.5,.525,.679,.357,1.1,7.6,4.3,31.8,0.0,1.0,19.8,16.9,0.0,0.0,0.0,.010,-2.4,-2.7,-5.1,-0.1,,smallja01
313,Kevon Looney,29,NOP,C,7,6,99,9.2,.390,.261,.261,13.3,17.2,15.1,15.5,1.0,4.3,16.3,13.0,0.0,0.0,0.0,-0.009,-4.9,-1.2,-6.1,-0.1,,looneke01
314,Kevin Love,37,UTA,PF,7,0,99,12.7,.561,.840,.480,5.3,27.4,16.2,24.8,0.0,2.0,18.8,15.3,0.1,0.1,0.2,.084,-0.3,0.9,0.6,0.1,,loveke01
315,Dwight Powell,34,DAL,C,11,0,98,11.7,.693,.000,1.417,10.9,11.6,11.2,9.6,1.9,1.7,20.4,10.4,0.2,0.1,0.3,.161,-4.5,1.7,-2.8,0.0,,poweldw01
316,Chaz Lanier,24,DET,SG,9,0,98,9.7,.495,.867,.100,5.4,5.4,5.4,11.6,1.0,0.0,3.1,13.4,0.1,0.1,0.2,.097,-1.1,-1.2,-2.4,0.0,,laniech01
317,Blake Wesley,22,POR,SG,6,0,98,12.6,.469,.294,.294,2.1,14.3,7.8,26.3,4.8,0.9,15.4,18.3,0.0,0.1,0.1,.056,-4.2,3.4,-0.8,0.0,,weslebl01
318,Cody Williams,21,UTA,SG,8,0,97,1.9,.399,.440,.120,2.2,6.7,4.4,5.6,1.0,1.0,10.2,12.3,-0.1,0.0,-0.1,-0.055,-7.8,-2.1,-10.0,-0.2,,willico04
319,Ben Saraf,19,BRK,SG,7,5,97,3.0,.377,.481,.296,3.3,12.8,7.7,24.4,1.0,0.0,22.8,17.3,-0.2,0.0,-0.2,-0.114,-6.9,-2.8,-9.7,-0.2,,sarafbe01
320,Mitchell Robinson,27,NYK,C,6,6,97,21.2,.566,.000,.053,36.7,20.6,29.2,7.9,1.5,7.6,17.1,9.9,0.3,0.1,0.5,.234,1.7,-1.5,0.2,0.1,,robinmi01
321,Brooks Barnhizer,23,OKC,SG,12,0,96,7.7,.474,.077,.308,5.9,21.6,14.1,3.8,1.0,2.2,6.3,7.1,0.0,0.2,0.2,.124,-4.0,1.7,-2.3,0.0,,barnhbr01
322,Micah Peavy,24,NOP,SG,9,0,94,3.3,.293,.391,.087,9.7,12.9,11.2,8.7,0.5,1.1,7.7,11.6,-0.1,0.0,-0.1,-0.069,-6.7,-2.9,-9.7,-0.2,,peavymi01
323,Nigel Hayes-Davis,31,PHO,SF,11,0,93,5.8,.452,.381,.000,6.1,9.7,7.9,6.9,2.6,0.0,19.2,11.7,-0.1,0.1,0.0,.006,-5.6,-0.4,-6.0,-0.1,,hayesni01
324,Cam Christie,20,LAC,SG,8,0,92,16.9,.601,.533,.500,3.9,14.7,9.5,12.9,1.1,1.1,2.7,18.1,0.2,0.0,0.3,.140,2.6,-0.8,1.8,0.1,,chrisca02
325,Isaiah Livers,27,PHO,PF,8,0,92,10.4,.635,.875,.188,4.9,12.3,8.6,5.4,1.1,3.1,5.5,8.3,0.1,0.1,0.2,.119,-0.4,-0.2,-0.6,0.0,,liveris01
326,KJ Simpson,23,CHO,PG,6,0,90,8.0,.439,.378,.108,3.9,13.7,8.9,28.5,2.1,0.0,20.5,22.6,-0.2,0.0,-0.1,-0.055,-4.7,-1.1,-5.8,-0.1,,simpskj01
327,Nick Smith Jr.,21,LAL,SG,6,0,90,9.7,.548,.486,.081,0.0,7.5,3.9,21.1,1.6,1.1,20.7,23.1,-0.1,0.1,0.0,-0.022,-2.5,-2.5,-5.0,-0.1,,smithni01
328,Sidy Cissoko,21,POR,SF,8,0,89,6.4,.525,.333,.467,7.0,9.2,8.0,8.4,1.1,0.0,10.0,8.9,0.1,0.0,0.1,.056,-4.0,-1.1,-5.1,-0.1,,cissosi01
329,Taelon Peter,23,IND,SG,9,0,87,4.9,.395,.917,.125,4.3,12.9,8.2,19.5,1.1,2.1,24.0,15.5,-0.2,0.1,-0.1,-0.076,-5.0,-1.0,-6.0,-0.1,,peterta01
330,Pat Connaughton,33,CHO,SG,9,0,85,13.8,.585,.615,.192,4.1,19.8,12.1,10.0,2.3,1.0,9.6,15.3,0.1,0.1,0.2,.089,-0.1,1.1,1.0,0.1,,connapa01
331,Jett Howard,22,ORL,SF,10,0,84,8.4,.483,.759,.000,1.4,6.4,4.0,11.9,0.6,3.0,3.3,15.1,0.0,0.1,0.1,.056,-0.8,0.0,-0.8,0.0,,howarje01
332,Tidjane Salaün,20,CHO,PF,7,0,83,9.6,.508,.632,.316,7.1,27.0,17.3,7.9,1.2,1.1,12.2,12.4,0.0,0.1,0.1,.052,-3.0,-0.9,-3.8,0.0,,salauti01
333,Obi Toppin,27,IND,PF,3,0,82,12.0,.526,.472,.250,3.4,23.3,12.5,10.3,1.7,0.0,13.1,22.7,-0.1,0.1,0.0,.011,-2.5,-0.7,-3.2,0.0,,toppiob01
334,Asa Newell,20,ATL,PF,8,0,80,18.3,.654,.500,.281,12.6,10.5,11.5,1.8,2.4,3.5,10.0,21.1,0.1,0.1,0.3,.154,0.8,-1.0,-0.3,0.0,,newelas01
335,Dereck Lively II,21,DAL,C,5,3,80,13.1,.661,.000,.429,8.0,21.9,15.1,18.0,1.8,7.2,32.5,12.9,0.0,0.2,0.2,.107,-4.7,4.1,-0.7,0.0,,livelde01
336,Dominick Barlow,22,PHI,PF,3,2,79,13.7,.606,.389,.333,15.3,12.6,14.0,13.4,0.0,3.5,19.5,13.5,0.1,0.0,0.2,.111,0.7,-0.6,0.1,0.0,,barlodo01
337,Gui Santos,23,GSW,PF,12,0,77,7.7,.548,.762,.095,11.5,12.0,11.7,3.7,2.5,0.0,18.6,14.8,0.0,0.1,0.1,.045,-5.0,-1.3,-6.3,-0.1,,santogu01
338,Branden Carlson,26,OKC,C,9,0,76,9.7,.500,.480,.000,4.5,19.1,12.1,5.3,1.3,5.4,10.7,15.9,0.0,0.2,0.1,.088,-5.3,0.6,-4.7,-0.1,,carlsbr01
339,Olivier-Maxence Prosper,23,MEM,PF,9,0,76,16.4,.666,.250,.800,8.2,17.0,12.5,9.9,0.6,1.2,12.9,16.9,0.2,0.1,0.2,.150,-0.3,-1.5,-1.8,0.0,,prospol01
340,Chris Boucher,33,BOS,PF,7,0,76,6.9,.372,.545,.091,2.7,21.8,12.0,3.3,2.6,6.6,4.2,13.3,-0.1,0.2,0.1,.040,-7.4,2.5,-5.0,-0.1,,bouchch01
341,Jordan McLaughlin,29,SAS,PG,8,0,74,15.0,.553,.625,.125,4.9,4.5,4.7,18.0,4.6,0.0,7.3,15.7,0.1,0.1,0.3,.167,-0.7,3.4,2.8,0.1,,mclaujo01
342,Maxime Raynaud,22,SAC,C,6,0,74,10.2,.482,.130,.391,10.3,23.6,16.7,7.3,1.3,2.5,18.2,18.8,-0.1,0.0,0.0,-0.029,-4.5,-1.7,-6.2,-0.1,,raynama01
343,Julian Phillips,22,CHI,SF,11,0,73,8.2,.475,.500,.000,7.7,4.2,5.8,1.8,2.6,2.3,4.8,12.0,0.0,0.1,0.1,.039,-3.5,-0.4,-3.8,0.0,,phillju01
344,Jamison Battle,24,TOR,SF,10,0,73,18.7,.976,.714,.000,1.5,14.8,8.3,3.8,1.3,1.3,16.0,14.4,0.2,0.1,0.2,.154,5.8,0.7,6.4,0.2,,battlja01
345,Darius Garland,26,CLE,PG,3,3,73,13.6,.493,.528,.222,4.2,9.4,6.6,28.9,1.9,0.0,11.2,24.6,0.1,0.1,0.1,.078,-1.7,-1.9,-3.6,0.0,,garlada01
346,Bennedict Mathurin,23,IND,SF,2,2,73,24.3,.730,.323,.839,3.9,17.0,9.8,12.6,0.0,0.0,10.5,26.3,0.3,0.0,0.3,.223,7.2,-0.7,6.5,0.1,,mathube01
347,Spencer Jones,24,DEN,SF,8,0,72,6.7,.697,.556,.444,3.3,0.0,1.5,6.5,4.0,1.3,31.7,9.3,0.0,0.1,0.1,.077,-5.2,2.6,-2.5,0.0,,jonessp01
